Plot Title: Papayacta ,,,,,,,,
#,"Time, GMT-05:00","Temp, °C","Batt, V",Ext. Line Event,Coupler Attached,Coupler Detached,Host Connected,End Of File
1,08/08/2011 13:00,17.855,2.95,0,,,,
2,08/08/2011 13:15,18.711,2.97,,,,,
3,08/08/2011 13:16,,,0.1,,,,
4,08/08/2011 13:30,18.711,2.97,,,,,
5,08/08/2011 13:43,,,0.2,,,,
6,08/08/2011 13:45,20.234,2.95,,,,,
7,08/08/2011 14:00,18.996,2.97,,,,,
8,08/08/2011 14:15,20.901,2.95,,,,,
9,08/08/2011 14:18,,,0.3,,,,
10,08/08/2011 14:30,22.333,2.95,,,,,
11,08/08/2011 14:45,22.142,2.95,,,,,
12,08/08/2011 15:00,23.581,2.97,,,,,
13,08/08/2011 15:15,24.738,2.97,,,,,
14,08/08/2011 15:28,,,0.4,,,,
15,08/08/2011 15:30,15.569,2.95,,,,,
16,08/08/2011 15:45,12.594,2.97,,,,,
17,08/08/2011 16:00,12.497,2.97,,,,,
18,08/08/2011 16:15,12.013,2.95,,,,,
19,08/08/2011 16:30,13.846,2.97,,,,,
20,08/08/2011 16:45,13.365,2.97,,,,,
21,08/08/2011 17:00,12.013,2.95,,,,,
22,08/08/2011 17:15,10.944,2.95,,,,,
23,08/08/2011 17:17,,,0.5,,,,
24,08/08/2011 17:30,9.866,2.95,,,,,
25,08/08/2011 17:45,9.373,2.97,,,,,
26,08/08/2011 18:00,8.978,2.97,,,,,
27,08/08/2011 18:15,9.077,2.97,,,,,
28,08/08/2011 18:30,8.581,2.97,,,,,
29,08/08/2011 18:45,8.481,2.97,,,,,
30,08/08/2011 19:00,8.68,2.97,,,,,
31,08/08/2011 19:15,8.68,2.97,,,,,
32,08/08/2011 19:30,8.481,2.97,,,,,
33,08/08/2011 19:45,8.382,2.97,,,,,
34,08/08/2011 20:00,8.182,2.97,,,,,
35,08/08/2011 20:13,,,0.6,,,,
36,08/08/2011 20:15,8.082,2.97,,,,,
37,08/08/2011 20:30,8.082,2.97,,,,,
38,08/08/2011 20:45,7.882,2.97,,,,,
39,08/08/2011 21:00,7.582,2.95,,,,,
40,08/08/2011 21:15,7.582,2.95,,,,,
41,08/08/2011 21:30,7.782,2.95,,,,,
42,08/08/2011 21:45,7.682,2.95,,,,,
43,08/08/2011 22:00,7.682,2.95,,,,,
44,08/08/2011 22:15,7.682,2.95,,,,,
45,08/08/2011 22:30,7.882,2.97,,,,,
46,08/08/2011 22:45,7.582,2.95,,,,,
47,08/08/2011 23:00,7.582,2.95,,,,,
48,08/08/2011 23:15,7.782,2.97,,,,,
49,08/08/2011 23:30,7.682,2.95,,,,,
50,08/08/2011 23:45,7.682,2.95,,,,,
51,08/09/2011 0:00,7.582,2.95,,,,,
52,08/09/2011 0:09,,,0.7,,,,
53,08/09/2011 0:15,7.481,2.95,,,,,
54,08/09/2011 0:30,7.582,2.95,,,,,
55,08/09/2011 0:45,7.682,2.95,,,,,
56,08/09/2011 1:00,7.582,2.95,,,,,
57,08/09/2011 1:15,7.582,2.95,,,,,
58,08/09/2011 1:30,7.481,2.95,,,,,
59,08/09/2011 1:45,7.481,2.95,,,,,
60,08/09/2011 2:00,7.481,2.95,,,,,
61,08/09/2011 2:15,7.582,2.95,,,,,
62,08/09/2011 2:30,7.582,2.95,,,,,
63,08/09/2011 2:45,7.582,2.95,,,,,
64,08/09/2011 3:00,7.782,2.95,,,,,
65,08/09/2011 3:15,7.582,2.95,,,,,
66,08/09/2011 3:30,7.381,2.95,,,,,
67,08/09/2011 3:45,7.682,2.95,,,,,
68,08/09/2011 4:00,7.481,2.95,,,,,
69,08/09/2011 4:15,7.682,2.95,,,,,
70,08/09/2011 4:30,7.782,2.95,,,,,
71,08/09/2011 4:45,7.782,2.95,,,,,
72,08/09/2011 5:00,7.782,2.95,,,,,
73,08/09/2011 5:15,7.582,2.95,,,,,
74,08/09/2011 5:30,7.582,2.95,,,,,
75,08/09/2011 5:45,7.682,2.95,,,,,
76,08/09/2011 6:00,7.381,2.95,,,,,
77,08/09/2011 6:15,7.782,2.95,,,,,
78,08/09/2011 6:23,,,0.8,,,,
79,08/09/2011 6:30,7.782,2.95,,,,,
80,08/09/2011 6:45,8.182,2.97,,,,,
81,08/09/2011 7:00,8.382,2.97,,,,,
82,08/09/2011 7:15,8.382,2.97,,,,,
83,08/09/2011 7:30,8.879,2.97,,,,,
84,08/09/2011 7:45,8.779,2.97,,,,,
85,08/09/2011 8:00,9.275,2.97,,,,,
86,08/09/2011 8:15,9.669,2.95,,,,,
87,08/09/2011 8:30,9.472,2.97,,,,,
88,08/09/2011 8:45,9.275,2.97,,,,,
89,08/09/2011 9:00,9.275,2.97,,,,,
90,08/09/2011 9:15,9.275,2.97,,,,,
91,08/09/2011 9:30,9.571,2.97,,,,,
92,08/09/2011 9:45,9.077,2.97,,,,,
93,08/09/2011 10:00,9.571,2.97,,,,,
94,08/09/2011 10:15,12.207,2.95,,,,,
95,08/09/2011 10:30,9.373,2.97,,,,,
96,08/09/2011 10:45,9.669,2.95,,,,,
97,08/09/2011 11:00,9.669,2.95,,,,,
98,08/09/2011 11:15,10.553,2.95,,,,,
99,08/09/2011 11:30,10.357,2.95,,,,,
100,08/09/2011 11:45,11.041,2.95,,,,,
101,08/09/2011 12:00,10.944,2.95,,,,,
102,08/09/2011 12:15,11.139,2.95,,,,,
103,08/09/2011 12:30,10.357,2.95,,,,,
104,08/09/2011 12:45,10.357,2.95,,,,,
105,08/09/2011 13:00,10.161,2.95,,,,,
106,08/09/2011 13:15,9.275,2.97,,,,,
107,08/09/2011 13:30,9.275,2.97,,,,,
108,08/09/2011 13:45,9.571,2.97,,,,,
109,08/09/2011 14:00,10.553,2.95,,,,,
110,08/09/2011 14:15,9.176,2.97,,,,,
111,08/09/2011 14:30,9.965,2.95,,,,,
112,08/09/2011 14:45,9.472,2.97,,,,,
113,08/09/2011 15:00,9.472,2.97,,,,,
114,08/09/2011 15:15,9.571,2.97,,,,,
115,08/09/2011 15:30,9.176,2.97,,,,,
116,08/09/2011 15:45,9.176,2.97,,,,,
117,08/09/2011 16:00,8.978,2.97,,,,,
118,08/09/2011 16:15,9.176,2.97,,,,,
119,08/09/2011 16:30,9.866,2.95,,,,,
120,08/09/2011 16:31,,,0.9,,,,
121,08/09/2011 16:45,9.866,2.95,,,,,
122,08/09/2011 17:00,9.077,2.97,,,,,
123,08/09/2011 17:15,8.879,2.97,,,,,
124,08/09/2011 17:30,8.382,2.97,,,,,
125,08/09/2011 17:45,8.082,2.95,,,,,
126,08/09/2011 18:00,7.983,2.95,,,,,
127,08/09/2011 18:15,7.682,2.95,,,,,
128,08/09/2011 18:30,7.682,2.95,,,,,
129,08/09/2011 18:45,7.481,2.95,,,,,
130,08/09/2011 19:00,7.381,2.95,,,,,
131,08/09/2011 19:15,7.381,2.95,,,,,
132,08/09/2011 19:30,7.481,2.95,,,,,
133,08/09/2011 19:45,7.481,2.95,,,,,
134,08/09/2011 20:00,7.682,2.95,,,,,
135,08/09/2011 20:15,7.682,2.95,,,,,
136,08/09/2011 20:30,7.582,2.95,,,,,
137,08/09/2011 20:45,7.782,2.95,,,,,
138,08/09/2011 21:00,7.782,2.95,,,,,
139,08/09/2011 21:15,7.582,2.95,,,,,
140,08/09/2011 21:30,7.381,2.95,,,,,
141,08/09/2011 21:45,7.28,2.95,,,,,
142,08/09/2011 22:00,7.381,2.95,,,,,
143,08/09/2011 22:15,7.28,2.95,,,,,
144,08/09/2011 22:30,7.179,2.95,,,,,
145,08/09/2011 22:45,7.28,2.95,,,,,
146,08/09/2011 23:00,7.179,2.95,,,,,
147,08/09/2011 23:15,7.179,2.95,,,,,
148,08/09/2011 23:30,7.28,2.95,,,,,
149,08/09/2011 23:45,7.28,2.95,,,,,
150,08/10/2011 0:00,7.381,2.95,,,,,
151,08/10/2011 0:15,7.381,2.95,,,,,
152,08/10/2011 0:30,7.381,2.95,,,,,
153,08/10/2011 0:45,7.381,2.95,,,,,
154,08/10/2011 1:00,7.179,2.95,,,,,
155,08/10/2011 1:15,7.079,2.95,,,,,
156,08/10/2011 1:30,6.978,2.95,,,,,
157,08/10/2011 1:44,,,1,,,,
158,08/10/2011 1:45,6.877,2.95,,,,,
159,08/10/2011 2:00,6.877,2.95,,,,,
160,08/10/2011 2:15,6.775,2.95,,,,,
161,08/10/2011 2:30,6.877,2.95,,,,,
162,08/10/2011 2:45,6.978,2.95,,,,,
163,08/10/2011 3:00,6.978,2.95,,,,,
164,08/10/2011 3:15,6.877,2.95,,,,,
165,08/10/2011 3:30,6.775,2.95,,,,,
166,08/10/2011 3:45,6.674,2.95,,,,,
167,08/10/2011 4:00,6.573,2.95,,,,,
168,08/10/2011 4:15,6.471,2.95,,,,,
169,08/10/2011 4:30,6.471,2.95,,,,,
170,08/10/2011 4:45,6.268,2.95,,,,,
171,08/10/2011 5:00,6.166,2.95,,,,,
172,08/10/2011 5:15,6.166,2.95,,,,,
173,08/10/2011 5:30,6.268,2.95,,,,,
174,08/10/2011 5:45,6.268,2.95,,,,,
175,08/10/2011 6:00,6.166,2.95,,,,,
176,08/10/2011 6:15,6.064,2.95,,,,,
177,08/10/2011 6:30,6.064,2.95,,,,,
178,08/10/2011 6:45,6.166,2.95,,,,,
179,08/10/2011 7:00,6.37,2.95,,,,,
180,08/10/2011 7:15,6.877,2.95,,,,,
181,08/10/2011 7:30,7.079,2.95,,,,,
182,08/10/2011 7:45,7.381,2.95,,,,,
183,08/10/2011 8:00,7.682,2.95,,,,,
184,08/10/2011 8:15,8.481,2.97,,,,,
185,08/10/2011 8:30,8.182,2.95,,,,,
186,08/10/2011 8:45,8.581,2.97,,,,,
187,08/10/2011 9:00,8.779,2.97,,,,,
188,08/10/2011 9:15,8.879,2.97,,,,,
189,08/10/2011 9:24,,,1.1,,,,
190,08/10/2011 9:30,9.373,2.97,,,,,
191,08/10/2011 9:45,10.063,2.95,,,,,
192,08/10/2011 10:00,9.472,2.97,,,,,
193,08/10/2011 10:15,9.373,2.97,,,,,
194,08/10/2011 10:30,9.472,2.97,,,,,
195,08/10/2011 10:45,9.768,2.95,,,,,
196,08/10/2011 11:00,9.965,2.95,,,,,
197,08/10/2011 11:10,,,1.2,,,,
198,08/10/2011 11:15,10.944,2.95,,,,,
199,08/10/2011 11:30,11.236,2.95,,,,,
200,08/10/2011 11:45,11.334,2.95,,,,,
201,08/10/2011 12:00,13.75,2.97,,,,,
202,08/10/2011 12:12,,,1.3,,,,
203,08/10/2011 12:15,14.134,2.97,,,,,
204,08/10/2011 12:30,14.613,2.97,,,,,
205,08/10/2011 12:45,10.651,2.95,,,,,
206,08/10/2011 13:00,11.431,2.95,,,,,
207,08/10/2011 13:10,,,1.4,,,,
208,08/10/2011 13:15,12.883,2.95,,,,,
209,08/10/2011 13:30,11.139,2.95,,,,,
210,08/10/2011 13:45,11.431,2.95,,,,,
211,08/10/2011 13:57,,,1.5,,,,
212,08/10/2011 14:00,14.038,2.97,,,,,
213,08/10/2011 14:15,13.365,2.95,,,,,
214,08/10/2011 14:30,13.173,2.95,,,,,
215,08/10/2011 14:45,10.651,2.95,1.6,,,,
216,08/10/2011 15:00,12.69,2.95,,,,,
217,08/10/2011 15:15,12.69,2.95,,,,,
218,08/10/2011 15:30,11.041,2.95,,,,,
219,08/10/2011 15:34,,,1.7,,,,
220,08/10/2011 15:45,10.748,2.95,,,,,
221,08/10/2011 16:00,10.846,2.95,,,,,
222,08/10/2011 16:15,11.916,2.95,,,,,
223,08/10/2011 16:30,11.334,2.95,,,,,
224,08/10/2011 16:30,,,1.8,,,,
225,08/10/2011 16:45,10.357,2.95,,,,,
226,08/10/2011 17:00,9.965,2.95,,,,,
227,08/10/2011 17:15,9.373,2.97,,,,,
228,08/10/2011 17:27,,,1.9,,,,
229,08/10/2011 17:30,8.581,2.97,,,,,
230,08/10/2011 17:45,8.282,2.95,,,,,
231,08/10/2011 18:00,7.682,2.95,,,,,
232,08/10/2011 18:15,7.481,2.95,,,,,
233,08/10/2011 18:30,7.381,2.95,,,,,
234,08/10/2011 18:37,,,2,,,,
235,08/10/2011 18:45,7.481,2.95,,,,,
236,08/10/2011 19:00,7.481,2.95,,,,,
237,08/10/2011 19:15,7.179,2.95,,,,,
238,08/10/2011 19:30,7.481,2.95,,,,,
239,08/10/2011 19:44,,,2.1,,,,
240,08/10/2011 19:45,6.978,2.95,,,,,
241,08/10/2011 20:00,6.877,2.95,,,,,
242,08/10/2011 20:15,6.674,2.95,,,,,
243,08/10/2011 20:30,6.877,2.95,,,,,
244,08/10/2011 20:45,6.775,2.95,,,,,
245,08/10/2011 20:59,,,2.2,,,,
246,08/10/2011 21:00,6.166,2.95,,,,,
247,08/10/2011 21:15,6.775,2.95,,,,,
248,08/10/2011 21:30,6.877,2.95,,,,,
249,08/10/2011 21:45,5.962,2.95,,,,,
250,08/10/2011 22:00,5.757,2.95,,,,,
251,08/10/2011 22:15,5.552,2.95,,,,,
252,08/10/2011 22:23,,,2.3,,,,
253,08/10/2011 22:30,5.244,2.95,,,,,
254,08/10/2011 22:45,5.45,2.95,,,,,
255,08/10/2011 23:00,5.45,2.95,,,,,
256,08/10/2011 23:15,5.45,2.95,,,,,
257,08/10/2011 23:30,5.552,2.95,,,,,
258,08/10/2011 23:45,5.655,2.95,,,,,
259,08/10/2011 23:50,,,2.4,,,,
260,08/11/2011 0:00,5.757,2.95,,,,,
261,08/11/2011 0:15,6.064,2.95,,,,,
262,08/11/2011 0:30,6.064,2.95,,,,,
263,08/11/2011 0:45,6.166,2.95,,,,,
264,08/11/2011 1:00,6.166,2.95,,,,,
265,08/11/2011 1:06,,,2.5,,,,
266,08/11/2011 1:15,6.37,2.95,,,,,
267,08/11/2011 1:30,6.471,2.95,,,,,
268,08/11/2011 1:45,6.37,2.95,,,,,
269,08/11/2011 2:00,6.471,2.95,,,,,
270,08/11/2011 2:15,6.37,2.95,,,,,
271,08/11/2011 2:27,,,2.6,,,,
272,08/11/2011 2:30,6.471,2.95,,,,,
273,08/11/2011 2:45,6.471,2.95,,,,,
274,08/11/2011 3:00,6.775,2.95,,,,,
275,08/11/2011 3:15,6.674,2.95,,,,,
276,08/11/2011 3:30,6.775,2.95,,,,,
277,08/11/2011 3:43,,,2.7,,,,
278,08/11/2011 3:45,6.978,2.95,,,,,
279,08/11/2011 4:00,7.179,2.95,,,,,
280,08/11/2011 4:15,7.179,2.95,,,,,
281,08/11/2011 4:30,7.179,2.95,,,,,
282,08/11/2011 4:45,7.179,2.95,,,,,
283,08/11/2011 5:00,7.381,2.95,,,,,
284,08/11/2011 5:02,,,2.8,,,,
285,08/11/2011 5:15,6.978,2.95,,,,,
286,08/11/2011 5:30,7.179,2.95,,,,,
287,08/11/2011 5:45,7.179,2.95,,,,,
288,08/11/2011 6:00,7.179,2.95,,,,,
289,08/11/2011 6:15,7.28,2.95,,,,,
290,08/11/2011 6:20,,,2.9,,,,
291,08/11/2011 6:30,7.179,2.95,,,,,
292,08/11/2011 6:45,7.381,2.95,,,,,
293,08/11/2011 7:00,7.481,2.95,,,,,
294,08/11/2011 7:15,7.682,2.95,,,,,
295,08/11/2011 7:30,8.082,2.95,,,,,
296,08/11/2011 7:39,,,3,,,,
297,08/11/2011 7:45,8.978,2.97,,,,,
298,08/11/2011 8:00,8.978,2.97,,,,,
299,08/11/2011 8:15,9.275,2.97,,,,,
300,08/11/2011 8:30,10.357,2.95,,,,,
301,08/11/2011 8:45,11.625,2.95,,,,,
302,08/11/2011 8:53,,,3.1,,,,
303,08/11/2011 9:00,13.076,2.95,,,,,
304,08/11/2011 9:15,12.11,2.95,,,,,
305,08/11/2011 9:30,11.334,2.95,,,,,
306,08/11/2011 9:45,12.883,2.95,,,,,
307,08/11/2011 10:00,13.076,2.95,,,,,
308,08/11/2011 10:04,,,3.2,,,,
309,08/11/2011 10:15,12.883,2.95,,,,,
310,08/11/2011 10:30,11.625,2.95,,,,,
311,08/11/2011 10:45,12.304,2.95,,,,,
312,08/11/2011 11:00,12.497,2.95,,,,,
313,08/11/2011 11:06,,,3.3,,,,
314,08/11/2011 11:15,13.269,2.95,,,,,
315,08/11/2011 11:30,10.651,2.95,,,,,
316,08/11/2011 11:45,12.497,2.95,,,,,
317,08/11/2011 12:00,12.207,2.95,,,,,
318,08/11/2011 12:07,,,3.4,,,,
319,08/11/2011 12:15,15.473,2.95,,,,,
320,08/11/2011 12:30,14.134,2.97,,,,,
321,08/11/2011 12:45,14.23,2.97,,,,,
322,08/11/2011 13:00,14.038,2.97,,,,,
323,08/11/2011 13:10,,,3.5,,,,
324,08/11/2011 13:15,13.461,2.95,,,,,
325,08/11/2011 13:30,14.804,2.97,,,,,
326,08/11/2011 13:45,18.426,2.95,,,,,
327,08/11/2011 14:00,20.234,2.95,,,,,
328,08/11/2011 14:15,22.142,2.95,,,,,
329,08/11/2011 14:17,,,3.6,,,,
330,08/11/2011 14:30,23.292,2.95,,,,,
331,08/11/2011 14:45,16.427,2.95,,,,,
332,08/11/2011 15:00,17.379,2.95,,,,,
333,08/11/2011 15:10,,,3.7,,,,
334,08/11/2011 15:15,15.76,2.95,,,,,
335,08/11/2011 15:30,25.125,2.95,,,,,
336,08/11/2011 15:45,13.846,2.97,,,,,
337,08/11/2011 16:00,14.709,2.97,,,,,
338,08/11/2011 16:15,12.98,2.97,,,,,
339,08/11/2011 16:18,,,3.8,,,,
340,08/11/2011 16:30,15.473,2.95,,,,,
341,08/11/2011 16:45,18.806,2.95,,,,,
342,08/11/2011 17:00,14.325,2.97,,,,,
343,08/11/2011 17:15,11.334,2.95,,,,,
344,08/11/2011 17:19,,,3.9,,,,
345,08/11/2011 17:30,9.373,2.97,,,,,
346,08/11/2011 17:45,8.68,2.97,,,,,
347,08/11/2011 18:00,8.481,2.97,,,,,
348,08/11/2011 18:15,8.082,2.95,,,,,
349,08/11/2011 18:30,7.381,2.95,,,,,
350,08/11/2011 18:43,,,4,,,,
351,08/11/2011 18:45,6.166,2.95,,,,,
352,08/11/2011 19:00,6.064,2.95,,,,,
353,08/11/2011 19:15,5.347,2.95,,,,,
354,08/11/2011 19:30,5.45,2.95,,,,,
355,08/11/2011 19:45,5.141,2.95,,,,,
356,08/11/2011 20:00,5.962,2.95,,,,,
357,08/11/2011 20:09,,,4.1,,,,
358,08/11/2011 20:15,6.064,2.95,,,,,
359,08/11/2011 20:30,5.45,2.95,,,,,
360,08/11/2011 20:45,5.552,2.95,,,,,
361,08/11/2011 21:00,5.037,2.95,,,,,
362,08/11/2011 21:15,4.727,2.97,,,,,
363,08/11/2011 21:30,3.683,2.95,,,,,
364,08/11/2011 21:45,3.367,2.95,,,,,
365,08/11/2011 21:50,,,4.2,,,,
366,08/11/2011 22:00,2.837,2.95,,,,,
367,08/11/2011 22:15,2.195,2.95,,,,,
368,08/11/2011 22:30,2.303,2.95,,,,,
369,08/11/2011 22:45,2.41,2.95,,,,,
370,08/11/2011 23:00,1.548,2.95,,,,,
371,08/11/2011 23:15,1.33,2.95,,,,,
372,08/11/2011 23:30,1.112,2.95,,,,,
373,08/11/2011 23:30,,,4.3,,,,
374,08/11/2011 23:45,1.003,2.95,,,,,
375,08/12/2011 0:00,1.112,2.95,,,,,
376,08/12/2011 0:15,0.784,2.95,,,,,
377,08/12/2011 0:30,1.112,2.95,,,,,
378,08/12/2011 0:45,1.656,2.95,,,,,
379,08/12/2011 1:00,1.112,2.95,,,,,
380,08/12/2011 1:15,0.784,2.95,,,,,
381,08/12/2011 1:30,0.784,2.95,,,,,
382,08/12/2011 1:37,,,4.4,,,,
383,08/12/2011 1:45,0.784,2.95,,,,,
384,08/12/2011 2:00,1.003,2.95,,,,,
385,08/12/2011 2:15,0.674,2.95,,,,,
386,08/12/2011 2:30,0.784,2.95,,,,,
387,08/12/2011 2:45,1.221,2.95,,,,,
388,08/12/2011 3:00,0.674,2.95,,,,,
389,08/12/2011 3:15,0.453,2.95,,,,,
390,08/12/2011 3:30,0.563,2.95,,,,,
391,08/12/2011 3:45,0.232,2.95,,,,,
392,08/12/2011 3:51,,,4.5,,,,
393,08/12/2011 4:00,0.343,2.95,,,,,
394,08/12/2011 4:15,0.453,2.95,,,,,
395,08/12/2011 4:30,0.121,2.95,,,,,
396,08/12/2011 4:45,0.01,2.95,,,,,
397,08/12/2011 5:00,0.232,2.95,,,,,
398,08/12/2011 5:15,0.121,2.95,,,,,
399,08/12/2011 5:30,0.784,2.95,,,,,
400,08/12/2011 5:45,0.563,2.95,,,,,
401,08/12/2011 6:00,0.232,2.95,,,,,
402,08/12/2011 6:15,0.453,2.95,,,,,
403,08/12/2011 6:28,,,4.6,,,,
404,08/12/2011 6:30,0.784,2.95,,,,,
405,08/12/2011 6:45,0.343,2.95,,,,,
406,08/12/2011 7:00,1.112,2.95,,,,,
407,08/12/2011 7:15,2.088,2.95,,,,,
408,08/12/2011 7:30,4.415,2.97,,,,,
409,08/12/2011 7:45,5.347,2.95,,,,,
410,08/12/2011 8:00,5.552,2.95,,,,,
411,08/12/2011 8:15,6.471,2.95,,,,,
412,08/12/2011 8:30,7.381,2.95,,,,,
413,08/12/2011 8:45,8.581,2.95,,,,,
414,08/12/2011 9:00,11.236,2.95,,,,,
415,08/12/2011 9:15,14.421,2.95,,,,,
416,08/12/2011 9:15,,,4.7,,,,
417,08/12/2011 9:30,16.237,2.95,,,,,
418,08/12/2011 9:45,17.855,2.95,,,,,
419,08/12/2011 10:00,18.521,2.95,,,,,
420,08/12/2011 10:15,18.616,2.95,,,,,
421,08/12/2011 10:30,18.236,2.95,,,,,
422,08/12/2011 10:45,19.567,2.97,,,,,
423,08/12/2011 11:00,20.234,2.95,,,,,
424,08/12/2011 11:05,,,4.8,,,,
425,08/12/2011 11:15,18.521,2.95,,,,,
426,08/12/2011 11:30,18.331,2.95,,,,,
427,08/12/2011 11:45,18.616,2.95,,,,,
428,08/12/2011 12:00,18.806,2.95,,,,,
429,08/12/2011 12:15,19.377,2.97,,,,,
430,08/12/2011 12:21,,,4.9,,,,
431,08/12/2011 12:30,19.758,2.95,,,,,
432,08/12/2011 12:45,19.282,2.97,,,,,
433,08/12/2011 13:00,19.567,2.97,,,,,
434,08/12/2011 13:15,19.948,2.95,,,,,
435,08/12/2011 13:30,20.424,2.95,,,,,
436,08/12/2011 13:45,22.812,2.95,,,,,
437,08/12/2011 13:45,,,5,,,,
438,08/12/2011 14:00,18.711,2.97,,,,,
439,08/12/2011 14:15,21.569,2.95,,,,,
440,08/12/2011 14:30,20.615,2.95,,,,,
441,08/12/2011 14:45,18.521,2.97,,,,,
442,08/12/2011 15:00,22.142,2.95,,,,,
443,08/12/2011 15:05,,,5.1,,,,
444,08/12/2011 15:15,17.855,2.97,,,,,
445,08/12/2011 15:30,16.713,2.95,,,,,
446,08/12/2011 15:45,15.187,2.95,,,,,
447,08/12/2011 16:00,16.523,2.95,,,,,
448,08/12/2011 16:15,14.613,2.97,,,,,
449,08/12/2011 16:30,13.75,2.97,,,,,
450,08/12/2011 16:45,13.558,2.97,,,,,
451,08/12/2011 16:52,,,5.2,,,,
452,08/12/2011 17:00,17.57,2.95,,,,,
453,08/12/2011 17:15,12.304,2.95,,,,,
454,08/12/2011 17:30,10.846,2.95,,,,,
455,08/12/2011 17:45,9.669,2.95,,,,,
456,08/12/2011 18:00,8.879,2.97,,,,,
457,08/12/2011 18:15,8.282,2.97,,,,,
458,08/12/2011 18:30,8.082,2.97,,,,,
459,08/12/2011 18:45,8.082,2.95,,,,,
460,08/12/2011 18:54,,,5.3,,,,
461,08/12/2011 19:00,7.983,2.95,,,,,
462,08/12/2011 19:15,7.882,2.95,,,,,
463,08/12/2011 19:30,7.682,2.95,,,,,
464,08/12/2011 19:45,7.682,2.95,,,,,
465,08/12/2011 20:00,7.682,2.95,,,,,
466,08/12/2011 20:15,7.682,2.95,,,,,
467,08/12/2011 20:30,7.682,2.95,,,,,
468,08/12/2011 20:45,7.682,2.95,,,,,
469,08/12/2011 21:00,7.682,2.95,,,,,
470,08/12/2011 21:15,7.782,2.95,,,,,
471,08/12/2011 21:30,7.782,2.95,,,,,
472,08/12/2011 21:45,7.682,2.95,,,,,
473,08/12/2011 22:00,7.481,2.95,,,,,
474,08/12/2011 22:03,,,5.4,,,,
475,08/12/2011 22:15,7.481,2.95,,,,,
476,08/12/2011 22:30,7.381,2.95,,,,,
477,08/12/2011 22:45,7.381,2.95,,,,,
478,08/12/2011 23:00,7.179,2.95,,,,,
479,08/12/2011 23:15,7.28,2.95,,,,,
480,08/12/2011 23:30,7.481,2.95,,,,,
481,08/12/2011 23:45,7.582,2.95,,,,,
482,08/13/2011 12:00:00 AM,7.481,2.95,,,,,
483,08/13/2011 12:15:00 AM,7.381,2.95,,,,,
484,08/13/2011 12:30:00 AM,6.674,2.95,,,,,
485,08/13/2011 12:45:00 AM,5.45,2.95,,,,,
486,08/13/2011 01:00:00 AM,5.037,2.95,,,,,
487,08/13/2011 01:12:42 AM,,,5.5,,,,
488,08/13/2011 01:15:00 AM,4.311,2.97,,,,,
489,08/13/2011 01:30:00 AM,4.519,2.97,,,,,
490,08/13/2011 01:45:00 AM,5.45,2.95,,,,,
491,08/13/2011 02:00:00 AM,5.962,2.95,,,,,
492,08/13/2011 02:15:00 AM,6.268,2.95,,,,,
493,08/13/2011 02:30:00 AM,6.064,2.95,,,,,
494,08/13/2011 02:45:00 AM,6.166,2.95,,,,,
495,08/13/2011 03:00:00 AM,6.268,2.95,,,,,
496,08/13/2011 03:15:00 AM,6.573,2.95,,,,,
497,08/13/2011 03:30:00 AM,6.573,2.95,,,,,
498,08/13/2011 03:45:00 AM,6.573,2.95,,,,,
499,08/13/2011 04:00:00 AM,6.471,2.95,,,,,
500,08/13/2011 04:15:00 AM,6.674,2.95,,,,,
501,08/13/2011 04:30:00 AM,6.775,2.95,,,,,
502,08/13/2011 04:45:00 AM,6.674,2.95,,,,,
503,08/13/2011 05:00:00 AM,6.573,2.95,,,,,
504,08/13/2011 05:15:00 AM,6.674,2.95,,,,,
505,08/13/2011 05:30:00 AM,6.674,2.95,,,,,
506,08/13/2011 05:33:00 AM,,,5.6,,,,
507,08/13/2011 05:45:00 AM,6.674,2.95,,,,,
508,08/13/2011 06:00:00 AM,6.674,2.95,,,,,
509,08/13/2011 06:15:00 AM,6.674,2.95,,,,,
510,08/13/2011 06:30:00 AM,6.877,2.95,,,,,
511,08/13/2011 06:45:00 AM,6.978,2.95,,,,,
512,08/13/2011 07:00:00 AM,7.682,2.95,,,,,
513,08/13/2011 07:15:00 AM,8.082,2.95,,,,,
514,08/13/2011 07:30:00 AM,7.882,2.95,,,,,
515,08/13/2011 07:45:00 AM,9.275,2.97,,,,,
516,08/13/2011 08:00:00 AM,9.077,2.97,,,,,
517,08/13/2011 08:15:00 AM,8.779,2.97,,,,,
518,08/13/2011 08:30:00 AM,9.176,2.97,,,,,
519,08/13/2011 08:45:00 AM,10.357,2.95,,,,,
520,08/13/2011 09:00:00 AM,11.722,2.95,,,,,
521,08/13/2011 09:15:00 AM,12.69,2.95,,,,,
522,08/13/2011 09:30:00 AM,14.421,2.97,,,,,
523,08/13/2011 09:45:00 AM,15.76,2.95,,,,,
524,08/13/2011 09:59:29 AM,,,5.7,,,,
525,08/13/2011 10:00:00 AM,14.804,2.97,,,,,
526,08/13/2011 10:15:00 AM,14.613,2.97,,,,,
527,08/13/2011 10:30:00 AM,15.091,2.95,,,,,
528,08/13/2011 10:45:00 AM,16.332,2.95,,,,,
529,08/13/2011 11:00:00 AM,16.903,2.95,,,,,
530,08/13/2011 11:15:00 AM,17.379,2.95,,,,,
531,08/13/2011 11:30:00 AM,16.141,2.95,,,,,
532,08/13/2011 11:45:00 AM,17.76,2.95,,,,,
