med_fecha;med_hora;med_valor
24/05/2012;4:22:25;0
24/05/2012;3:22:25;0
24/05/2012;3:37:25;0
24/05/2012;4:07:25;0
24/05/2012;0:07:25;0
24/05/2012;0:22:25;0
24/05/2012;17:07:25;0
24/05/2012;17:22:25;0
24/05/2012;3:52:25;0
24/05/2012;17:37:25;0
24/05/2012;12:37:25;0
24/05/2012;13:07:25;0
24/05/2012;13:37:25;0
24/05/2012;14:07:25;0
24/05/2012;19:22:25;0
24/05/2012;19:37:25;0
24/05/2012;19:52:25;0
24/05/2012;20:07:25;0
24/05/2012;22:22:25;0
24/05/2012;22:37:25;0
24/05/2012;22:52:25;0
24/05/2012;12:52:25;0
24/05/2012;13:22:25;0
24/05/2012;13:52:25;0
24/05/2012;17:52:25;0
24/05/2012;1:22:25;0
24/05/2012;1:07:25;0
24/05/2012;0:52:25;0
24/05/2012;0:37:25;0
24/05/2012;2:37:25;0
24/05/2012;2:52:25;0
24/05/2012;3:07:25;0
24/05/2012;15:07:25;0
24/05/2012;15:22:25;0
24/05/2012;15:37:25;0
24/05/2012;14:22:25;0
24/05/2012;14:37:25;0
24/05/2012;14:52:25;0
24/05/2012;15:52:25;0
24/05/2012;16:07:25;0
24/05/2012;16:22:25;0
24/05/2012;16:37:25;0
24/05/2012;16:52:25;0
24/05/2012;10:22:25;0
24/05/2012;10:37:25;0
24/05/2012;10:52:25;0
24/05/2012;11:07:25;0
24/05/2012;11:22:25;0
24/05/2012;11:37:25;0
24/05/2012;11:52:25;0
24/05/2012;12:07:25;0
24/05/2012;12:22:25;0
24/05/2012;6:07:25;0
24/05/2012;6:22:25;0
24/05/2012;6:37:25;0
24/05/2012;6:52:25;0
24/05/2012;7:07:25;0
24/05/2012;7:22:25;0
24/05/2012;7:37:25;0
24/05/2012;7:52:25;0
24/05/2012;8:07:25;0
24/05/2012;8:12:03;0.1
24/05/2012;8:17:38;0.1
24/05/2012;8:22:25;0
24/05/2012;8:37:25;0
24/05/2012;8:52:25;0
24/05/2012;9:07:25;0
24/05/2012;9:22:25;0
24/05/2012;9:37:25;0
24/05/2012;9:52:25;0
24/05/2012;10:07:25;0
24/05/2012;23:37:25;0
24/05/2012;23:52:25;0
24/05/2012;2:22:25;0
24/05/2012;5:07:25;0
24/05/2012;5:22:25;0
24/05/2012;5:37:25;0
24/05/2012;5:52:25;0
25/05/2012;15:22:25;0
25/05/2012;15:37:25;0
25/05/2012;16:52:25;0
25/05/2012;17:07:25;0
25/05/2012;7:22:25;0
25/05/2012;0:07:25;0
25/05/2012;0:22:25;0
25/05/2012;0:37:25;0
25/05/2012;0:52:25;0
25/05/2012;13:22:25;0
25/05/2012;13:37:25;0
25/05/2012;13:52:25;0
25/05/2012;12:37:25;0
25/05/2012;12:52:25;0
25/05/2012;14:07:25;0
25/05/2012;14:22:25;0
25/05/2012;14:37:25;0
25/05/2012;14:52:25;0
25/05/2012;17:52:25;0
25/05/2012;18:07:25;0
25/05/2012;18:22:25;0
25/05/2012;18:37:25;0
25/05/2012;13:07:25;0
25/05/2012;17:22:25;0
25/05/2012;7:37:25;0
25/05/2012;7:52:25;0
25/05/2012;8:07:25;0
25/05/2012;8:22:25;0
25/05/2012;8:37:25;0
25/05/2012;18:52:25;0
25/05/2012;19:07:25;0
25/05/2012;21:52:25;0
25/05/2012;21:37:25;0
25/05/2012;21:22:25;0
25/05/2012;21:07:25;0
25/05/2012;20:52:25;0
25/05/2012;20:37:25;0
25/05/2012;4:52:25;0
25/05/2012;4:37:25;0
25/05/2012;4:22:25;0
25/05/2012;4:07:25;0
25/05/2012;3:52:25;0
25/05/2012;3:37:25;0
25/05/2012;3:22:25;0
25/05/2012;3:07:25;0
25/05/2012;7:07:25;0
25/05/2012;6:52:25;0
25/05/2012;6:37:25;0
25/05/2012;6:22:25;0
25/05/2012;6:07:25;0
25/05/2012;5:52:25;0
25/05/2012;5:37:25;0
25/05/2012;5:22:25;0
25/05/2012;5:07:25;0
25/05/2012;20:22:25;0
25/05/2012;23:52:25;0
25/05/2012;8:52:25;0
25/05/2012;9:07:25;0
25/05/2012;9:22:25;0
25/05/2012;9:37:25;0
25/05/2012;9:52:25;0
25/05/2012;10:07:25;0
25/05/2012;10:22:25;0
25/05/2012;19:22:25;0
25/05/2012;19:37:25;0
25/05/2012;19:52:25;0
25/05/2012;20:07:25;0
25/05/2012;23:37:25;0
25/05/2012;1:52:25;0
25/05/2012;12:22:25;0
25/05/2012;1:07:25;0
25/05/2012;1:22:25;0
25/05/2012;1:37:25;0
25/05/2012;2:07:25;0
25/05/2012;2:22:25;0
25/05/2012;2:37:25;0
25/05/2012;2:52:25;0
25/05/2012;12:07:25;0
25/05/2012;11:52:25;0
25/05/2012;17:37:25;0
25/05/2012;11:37:25;0
25/05/2012;11:22:25;0
25/05/2012;23:22:25;0
25/05/2012;23:07:25;0
25/05/2012;22:52:25;0
25/05/2012;22:37:25;0
25/05/2012;22:22:25;0
25/05/2012;22:07:25;0
25/05/2012;16:37:25;0
25/05/2012;16:22:25;0
25/05/2012;16:07:25;0
25/05/2012;15:52:25;0
25/05/2012;11:07:25;0
25/05/2012;10:52:25;0
25/05/2012;10:37:25;0
25/05/2012;15:07:25;0
26/05/2012;18:07:25;0
26/05/2012;17:52:25;0
26/05/2012;17:37:25;0
26/05/2012;17:22:25;0
26/05/2012;17:07:25;0
26/05/2012;6:07:25;0
26/05/2012;18:37:25;0
26/05/2012;18:22:25;0
26/05/2012;2:37:25;0
26/05/2012;2:22:25;0
26/05/2012;13:07:25;0
26/05/2012;12:52:25;0
26/05/2012;19:37:25;0
26/05/2012;19:22:25;0
26/05/2012;19:07:25;0
26/05/2012;18:52:25;0
26/05/2012;16:22:25;0
26/05/2012;16:07:25;0
26/05/2012;15:52:25;0
26/05/2012;15:37:25;0
26/05/2012;15:22:25;0
26/05/2012;15:07:25;0
26/05/2012;14:52:25;0
26/05/2012;23:37:25;0
26/05/2012;21:52:25;0
26/05/2012;23:52:25;0
26/05/2012;12:22:25;0
26/05/2012;13:37:25;0
26/05/2012;14:07:25;0
26/05/2012;14:37:25;0
26/05/2012;12:07:25;0
26/05/2012;22:07:25;0
26/05/2012;22:37:25;0
26/05/2012;23:07:25;0
26/05/2012;22:22:25;0
26/05/2012;22:52:25;0
26/05/2012;23:22:25;0
26/05/2012;8:07:25;0
26/05/2012;13:22:25;0
26/05/2012;13:52:25;0
26/05/2012;14:22:25;0
26/05/2012;16:37:25;0
26/05/2012;11:37:25;0
26/05/2012;11:52:25;0
26/05/2012;12:37:25;0
26/05/2012;7:07:25;0
26/05/2012;7:37:25;0
26/05/2012;0:07:25;0
26/05/2012;0:22:25;0
26/05/2012;7:22:25;0
26/05/2012;7:52:25;0
26/05/2012;8:22:25;0
26/05/2012;4:22:25;0
26/05/2012;4:37:25;0
26/05/2012;4:52:25;0
26/05/2012;5:07:25;0
26/05/2012;5:22:25;0
26/05/2012;5:37:25;0
26/05/2012;5:52:25;0
26/05/2012;20:07:25;0
26/05/2012;20:22:25;0
26/05/2012;10:07:25;0
26/05/2012;10:22:25;0
26/05/2012;10:37:25;0
26/05/2012;10:52:25;0
26/05/2012;11:07:25;0
26/05/2012;11:22:25;0
26/05/2012;21:07:25;0
26/05/2012;21:22:25;0
26/05/2012;21:37:25;0
26/05/2012;4:07:25;0
26/05/2012;6:22:25;0
26/05/2012;6:37:25;0
26/05/2012;6:52:25;0
26/05/2012;20:37:25;0
26/05/2012;20:52:25;0
26/05/2012;0:37:25;0
26/05/2012;0:52:25;0
26/05/2012;1:07:25;0
26/05/2012;1:22:25;0
26/05/2012;1:37:25;0
26/05/2012;1:52:25;0
26/05/2012;2:07:25;0
26/05/2012;16:52:25;0
26/05/2012;19:52:25;0
26/05/2012;2:52:25;0
26/05/2012;3:07:25;0
26/05/2012;3:22:25;0
26/05/2012;3:37:25;0
26/05/2012;3:52:25;0
26/05/2012;8:37:25;0
26/05/2012;8:52:25;0
26/05/2012;9:07:25;0
26/05/2012;9:22:25;0
26/05/2012;9:37:25;0
26/05/2012;9:52:25;0
27/05/2012;20:52:25;0
27/05/2012;20:37:25;0
27/05/2012;20:22:25;0
27/05/2012;20:07:25;0
27/05/2012;19:52:25;0
27/05/2012;19:37:25;0
27/05/2012;19:22:25;0
27/05/2012;7:22:25;0
27/05/2012;7:37:25;0
27/05/2012;7:52:25;0
27/05/2012;2:37:25;0
27/05/2012;2:52:25;0
27/05/2012;3:07:25;0
27/05/2012;3:22:25;0
27/05/2012;3:37:25;0
27/05/2012;3:52:25;0
27/05/2012;14:52:25;0
27/05/2012;15:07:25;0
27/05/2012;15:22:25;0
27/05/2012;15:37:25;0
27/05/2012;4:07:25;0
27/05/2012;4:37:25;0
27/05/2012;5:07:25;0
27/05/2012;16:37:25;0
27/05/2012;16:52:25;0
27/05/2012;17:22:25;0
27/05/2012;17:52:25;0
27/05/2012;23:52:25;0
27/05/2012;18:07:25;0
27/05/2012;18:22:25;0
27/05/2012;18:37:25;0
27/05/2012;18:52:25;0
27/05/2012;19:07:25;0
27/05/2012;17:07:25;0
27/05/2012;17:37:25;0
27/05/2012;23:37:25;0
27/05/2012;8:22:25;0
27/05/2012;4:22:25;0
27/05/2012;4:52:25;0
27/05/2012;5:22:25;0
27/05/2012;6:37:25;0
27/05/2012;6:52:25;0
27/05/2012;7:07:25;0
27/05/2012;9:52:25;0
27/05/2012;10:07:25;0
27/05/2012;10:22:25;0
27/05/2012;10:37:25;0
27/05/2012;10:52:25;0
27/05/2012;11:07:25;0
27/05/2012;9:22:25;0
27/05/2012;9:37:25;0
27/05/2012;0:52:25;0
27/05/2012;0:37:25;0
27/05/2012;0:22:25;0
27/05/2012;0:07:25;0
27/05/2012;13:07:25;0
27/05/2012;13:22:25;0
27/05/2012;13:37:25;0
27/05/2012;13:52:25;0
27/05/2012;14:07:25;0
27/05/2012;14:22:25;0
27/05/2012;14:37:25;0
27/05/2012;22:37:25;0
27/05/2012;22:22:25;0
27/05/2012;22:07:25;0
27/05/2012;16:22:25;0
27/05/2012;16:07:25;0
27/05/2012;15:52:25;0
27/05/2012;1:07:25;0
27/05/2012;21:52:25;0
27/05/2012;2:22:25;0
27/05/2012;2:07:25;0
27/05/2012;1:52:25;0
27/05/2012;1:37:25;0
27/05/2012;1:22:25;0
27/05/2012;11:37:25;0
27/05/2012;11:52:25;0
27/05/2012;12:07:25;0
27/05/2012;12:22:25;0
27/05/2012;12:37:25;0
27/05/2012;12:52:25;0
27/05/2012;9:07:25;0
27/05/2012;8:52:25;0
27/05/2012;8:37:25;0
27/05/2012;8:07:25;0
27/05/2012;22:52:25;0
27/05/2012;23:07:25;0
27/05/2012;23:22:25;0
27/05/2012;5:37:25;0
27/05/2012;5:52:25;0
27/05/2012;6:07:25;0
27/05/2012;6:22:25;0
27/05/2012;11:22:25;0
27/05/2012;21:07:25;0
27/05/2012;21:22:25;0
27/05/2012;21:37:25;0
28/05/2012;7:22:25;0
28/05/2012;3:07:25;0
28/05/2012;3:22:25;0
28/05/2012;3:37:25;0
28/05/2012;18:07:25;0
28/05/2012;18:37:25;0
28/05/2012;19:07:25;0
28/05/2012;19:37:25;0
28/05/2012;4:07:25;0
28/05/2012;11:52:25;0
28/05/2012;12:22:25;0
28/05/2012;12:52:25;0
28/05/2012;18:22:25;0
28/05/2012;18:52:25;0
28/05/2012;19:22:25;0
28/05/2012;17:37:25;0
28/05/2012;3:52:25;0
28/05/2012;4:22:25;0
28/05/2012;12:07:25;0
28/05/2012;12:37:25;0
28/05/2012;22:07:25;0
28/05/2012;22:22:25;0
28/05/2012;22:37:25;0
28/05/2012;22:52:25;0
28/05/2012;23:07:25;0
28/05/2012;23:22:25;0
28/05/2012;23:37:25;0
28/05/2012;1:07:25;0
28/05/2012;1:22:25;0
28/05/2012;1:37:25;0
28/05/2012;14:07:25;0
28/05/2012;14:22:25;0
28/05/2012;6:52:25;0
28/05/2012;7:07:25;0
28/05/2012;10:07:25;0
28/05/2012;10:22:25;0
28/05/2012;10:37:25;0
28/05/2012;5:52:25;0
28/05/2012;6:07:25;0
28/05/2012;7:37:25;0
28/05/2012;7:52:25;0
28/05/2012;8:07:25;0
28/05/2012;8:22:25;0
28/05/2012;8:37:25;0
28/05/2012;8:52:25;0
28/05/2012;9:07:25;0
28/05/2012;20:37:25;0
28/05/2012;20:52:25;0
28/05/2012;21:07:25;0
28/05/2012;14:37:25;0
28/05/2012;14:52:25;0
28/05/2012;15:07:25;0
28/05/2012;1:52:25;0
28/05/2012;2:52:25;0
28/05/2012;2:37:25;0
28/05/2012;2:22:25;0
28/05/2012;2:07:25;0
28/05/2012;11:37:25;0
28/05/2012;11:22:25;0
28/05/2012;21:22:25;0
28/05/2012;6:22:25;0
28/05/2012;21:37:25;0
28/05/2012;23:52:25;0
28/05/2012;9:22:25;0
28/05/2012;9:37:25;0
28/05/2012;9:52:25;0
28/05/2012;10:52:25;0
28/05/2012;11:07:25;0
28/05/2012;4:37:25;0
28/05/2012;4:52:25;0
28/05/2012;5:07:25;0
28/05/2012;13:07:25;0
28/05/2012;13:22:25;0
28/05/2012;13:37:25;0
28/05/2012;13:52:25;0
28/05/2012;17:52:25;0
28/05/2012;19:52:25;0
28/05/2012;20:22:25;0
28/05/2012;16:07:25;0
28/05/2012;16:22:25;0
28/05/2012;16:37:25;0
28/05/2012;16:52:25;0
28/05/2012;17:07:25;0
28/05/2012;17:22:25;0
28/05/2012;21:52:25;0
28/05/2012;6:37:25;0
28/05/2012;5:22:25;0
28/05/2012;5:37:25;0
28/05/2012;0:07:25;0
28/05/2012;0:37:25;0
28/05/2012;0:52:25;0
28/05/2012;0:22:25;0
28/05/2012;20:07:25;0
28/05/2012;15:22:25;0
28/05/2012;15:37:25;0
28/05/2012;15:52:25;0
29/05/2012;7:52:25;0
29/05/2012;8:07:25;0
29/05/2012;8:22:25;0
29/05/2012;8:37:25;0
29/05/2012;8:52:25;0
29/05/2012;9:07:25;0
29/05/2012;6:07:25;0
29/05/2012;13:22:25;0
29/05/2012;13:37:25;0
29/05/2012;23:37:25;0
29/05/2012;23:52:25;0
29/05/2012;3:22:25;0
29/05/2012;3:37:25;0
29/05/2012;3:52:25;0
29/05/2012;4:07:25;0
29/05/2012;13:52:25;0
29/05/2012;14:07:25;0
29/05/2012;21:37:25;0
29/05/2012;16:07:25;0
29/05/2012;16:22:25;0
29/05/2012;16:37:25;0
29/05/2012;16:52:25;0
29/05/2012;17:07:25;0
29/05/2012;4:22:25;0
29/05/2012;17:22:25;0
29/05/2012;21:52:25;0
29/05/2012;22:07:25;0
29/05/2012;22:22:25;0
29/05/2012;10:52:25;0
29/05/2012;11:07:25;0
29/05/2012;11:22:25;0
29/05/2012;10:22:25;0
29/05/2012;10:37:25;0
29/05/2012;9:52:25;0
29/05/2012;10:07:25;0
29/05/2012;6:37:25;0
29/05/2012;7:07:25;0
29/05/2012;7:22:25;0
29/05/2012;7:37:25;0
29/05/2012;2:07:25;0
29/05/2012;2:22:25;0
29/05/2012;2:37:25;0
29/05/2012;2:52:25;0
29/05/2012;3:07:25;0
29/05/2012;6:22:25;0
29/05/2012;6:52:25;0
29/05/2012;17:37:25;0
29/05/2012;17:52:25;0
29/05/2012;18:07:25;0
29/05/2012;19:52:25;0
29/05/2012;20:07:25;0
29/05/2012;20:22:25;0
29/05/2012;20:37:25;0
29/05/2012;20:52:25;0
29/05/2012;21:07:25;0
29/05/2012;21:22:25;0
29/05/2012;0:07:25;0
29/05/2012;0:22:25;0
29/05/2012;11:52:25;0
29/05/2012;12:07:25;0
29/05/2012;12:22:25;0
29/05/2012;5:37:25;0
29/05/2012;5:52:25;0
29/05/2012;0:37:25;0
29/05/2012;0:52:25;0
29/05/2012;1:07:25;0
29/05/2012;1:22:25;0
29/05/2012;14:37:25;0
29/05/2012;14:52:25;0
29/05/2012;15:07:25;0
29/05/2012;15:22:25;0
29/05/2012;15:37:25;0
29/05/2012;15:52:25;0
29/05/2012;12:37:25;0
29/05/2012;12:52:25;0
29/05/2012;13:07:25;0
29/05/2012;23:22:25;0
29/05/2012;1:37:25;0
29/05/2012;1:52:25;0
29/05/2012;11:37:25;0
29/05/2012;9:22:25;0
29/05/2012;9:37:25;0
29/05/2012;4:37:25;0
29/05/2012;4:52:25;0
29/05/2012;5:07:25;0
29/05/2012;5:22:25;0
29/05/2012;18:22:25;0
29/05/2012;18:37:25;0
29/05/2012;18:52:25;0
29/05/2012;19:07:25;0
29/05/2012;19:22:25;0
29/05/2012;19:37:25;0
29/05/2012;14:22:25;0
29/05/2012;22:37:25;0
29/05/2012;22:52:25;0
29/05/2012;23:07:25;0
30/05/2012;8:52:25;0
30/05/2012;9:07:25;0
30/05/2012;9:22:25;0
30/05/2012;9:37:25;0
30/05/2012;9:52:25;0
30/05/2012;11:07:25;0
30/05/2012;11:22:25;0
30/05/2012;11:37:25;0
30/05/2012;11:52:25;0
30/05/2012;12:07:25;0
30/05/2012;12:22:25;0
30/05/2012;12:37:25;0
30/05/2012;21:22:25;0
30/05/2012;21:37:25;0
30/05/2012;21:52:25;0
30/05/2012;22:07:25;0
30/05/2012;22:22:25;0
30/05/2012;22:37:25;0
30/05/2012;22:52:25;0
30/05/2012;18:07:25;0
30/05/2012;1:22:25;0
30/05/2012;19:07:25;0
30/05/2012;19:22:25;0
30/05/2012;13:52:25;0
30/05/2012;14:07:25;0
30/05/2012;23:07:25;0
30/05/2012;23:22:25;0
30/05/2012;10:07:25;0
30/05/2012;10:22:25;0
30/05/2012;10:37:25;0
30/05/2012;10:52:25;0
30/05/2012;12:52:25;0
30/05/2012;13:07:25;0
30/05/2012;13:37:25;0
30/05/2012;13:22:25;0
30/05/2012;7:37:25;0
30/05/2012;7:52:25;0
30/05/2012;8:07:25;0
30/05/2012;8:22:25;0
30/05/2012;8:37:25;0
30/05/2012;15:52:25;0
30/05/2012;16:07:25;0
30/05/2012;16:22:25;0
30/05/2012;16:37:25;0
30/05/2012;16:52:25;0
30/05/2012;17:07:25;0
30/05/2012;3:22:25;0
30/05/2012;3:37:25;0
30/05/2012;3:52:25;0
30/05/2012;4:07:25;0
30/05/2012;4:22:25;0
30/05/2012;4:37:25;0
30/05/2012;19:37:25;0
30/05/2012;19:52:25;0
30/05/2012;20:07:25;0
30/05/2012;20:22:25;0
30/05/2012;20:37:25;0
30/05/2012;20:52:25;0
30/05/2012;21:07:25;0
30/05/2012;0:22:25;0
30/05/2012;0:37:25;0
30/05/2012;0:52:25;0
30/05/2012;1:07:25;0
30/05/2012;4:52:25;0
30/05/2012;5:07:25;0
30/05/2012;5:22:25;0
30/05/2012;5:37:25;0
30/05/2012;18:22:25;0
30/05/2012;18:37:25;0
30/05/2012;18:52:25;0
30/05/2012;17:22:25;0
30/05/2012;17:37:25;0
30/05/2012;17:52:25;0
30/05/2012;1:37:25;0
30/05/2012;1:52:25;0
30/05/2012;2:07:25;0
30/05/2012;2:22:25;0
30/05/2012;2:37:25;0
30/05/2012;2:52:25;0
30/05/2012;3:07:25;0
30/05/2012;14:22:25;0
30/05/2012;14:37:25;0
30/05/2012;14:52:25;0
30/05/2012;15:07:25;0
30/05/2012;15:22:25;0
30/05/2012;15:37:25;0
30/05/2012;6:37:25;0
30/05/2012;6:52:25;0
30/05/2012;0:07:25;0
30/05/2012;7:07:25;0
30/05/2012;7:22:25;0
30/05/2012;23:37:25;0
30/05/2012;23:52:25;0
30/05/2012;5:52:25;0
30/05/2012;6:07:25;0
30/05/2012;6:22:25;0
31/05/2012;0:07:25;0
31/05/2012;4:22:25;0
31/05/2012;4:37:25;0
31/05/2012;0:22:25;0
31/05/2012;0:37:25;0
31/05/2012;0:52:25;0
31/05/2012;1:07:25;0
31/05/2012;1:22:25;0
31/05/2012;1:37:25;0
31/05/2012;5:07:25;0
31/05/2012;5:22:25;0
31/05/2012;5:37:25;0
31/05/2012;5:52:25;0
31/05/2012;6:07:25;0
31/05/2012;14:52:25;0
31/05/2012;16:52:25;0
31/05/2012;17:07:25;0
